Site,Date,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,tillers,biomass_whole,seed_count_whole,seed_mass_whole,inflor_mass,biomass_sub,seed_count_sub,seed_mass_sub,drop_seed,notes,
SheepStation,,31,low,black,5,1,72,Re,Pyke3,44.60456358,-120.1924183,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/13/2022,31,low,black,5,2,59,Re,Lavin01,44.68,-109.07,Y,FP,13,130,1,0.04,,,0.02,0.005,11,0.02,N,,
SheepStation,,31,low,black,5,3,39,Re,Copeland05,42.27,-118.71,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/8/2022,31,low,black,5,4,71,Re,Porensky30,40.63,-105.27,Y,FG_FP,37,370,14,,,,,,,,N,,
SheepStation,7/8/2022,31,low,black,5,5,93,Lo,Uzra2,40.84,-119.56,Y,FG_FP,21,210,4,0.24,,,0.27,,,,Y,,
SheepStation,,31,low,black,6,1,28,Re,Bradford01,35.23,-111.62,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,6,2,63,Re,Lee3,36.5247,-115.8987,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,6,3,97,Lo,Chynoweth03,39.83576,-109.61202,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,6,4,46,Re,Fleishman_05,39.12,-117.27,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,6,5,37,Re,Chambers09,40.66,-116.73,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,7,1,77,Re,Pyle010,43.19,-120,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,7,2,87,Re,Schupp04,38.52,-113.55,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,7,3,69,Re,Porensky17,43.34,-105.13,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,7,4,90,Re,Symstad2,43.87,-103.46,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,7,5,63,Re,Lee3,36.5247,-115.8987,Y,,,0,,,,,,,,,,HALF FLOWERS DEAD,
SheepStation,,31,low,black,8,1,82,Re,Pyle019,44.57,-119.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,8,2,61,Re,Lee1,36.82340833,-116.0163889,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,8,3,79,Re,Pyle015,43.8,-119,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,8,4,74,Re,Pyke21,47.61803776,-119.6830115,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,8,5,26,Re,Chynoweth01,39.76604,-109.5635,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,9,1,58,Re,JackieOtt7,43.82,-101.94,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,9,2,98,Lo,Chynoweth05,40.480805,-109.438229,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,9,3,11,Re,Adler09,43.31,-112.27,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,9,4,17,Re,Adler17,41.44,-110.11,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,9,5,52,Re,Hufft1,38.6701,-108.3286,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,10,1,64,Re,Lee4,35.4564,-115.52,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,10,2,1,Re,AAFC04,50.08,-120.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,10,3,95,Lo,Wilcox02,41.31,-105.66,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,10,4,44,Re,Downs03,45.9663,-120.3671,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,10,5,5,Re,AAFC08,49.57,-120.55,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,11,1,96,Re,Chynoweth02,40.29092,-109.68361,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,11,2,84,Re,Reed03,38.75,-109.79,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,11,3,91,Re,Symstad3,43.62,-103.47,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,11,4,88,Re,Schupp05,39.11,-112.74,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,11,5,19,Re,Barnett01,43.48,-110.74,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,12,1,66,Re,Maron1,46.68,-114.03,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,12,2,102,Re,Shriver02,48,-114.04,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,12,3,75,Re,Pyle001,42.35,-118.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,12,4,56,Re,JackieOtt5,43.78,-102.61,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,12,5,34,Re,Chambers06,41.54,-117.78,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,13,1,14,Re,Adler13,41.44,-111.08,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,13,2,68,Re,Porensky1,43.24,-105.18,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,13,3,101,Re,Shriver01,34.06,-116.22,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,13,4,88,Re,Schupp05,39.11,-112.74,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,13,5,104,Re,Germino_BOP_01,43.4720833,-116.2338306,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,14,1,45,Re,Fleishman_01,38.47,-119.49,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,14,2,47,Re,Fleishman_07,39.17,-117.44,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,14,3,38,Lo,Copeland01,43.7,-117.33,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,14,4,63,Re,Lee3,36.5247,-115.8987,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,14,5,93,Lo,Uzra2,40.84,-119.56,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,15,1,32,Re,Chambers04,41.31,-117.63,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,15,2,61,Re,Lee1,36.82340833,-116.0163889,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,15,3,105,Lo,Blumenthal10,40.92,-102.52,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,15,4,77,Re,Pyle010,43.19,-120,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,15,5,62,Re,Lee2,35.3984,-115.7845,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,16,1,100,Re,Chynoweth08,40.640878,-109.48689,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,16,2,55,Re,JackieOtt2,43.71,-102.32,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,16,3,29,Re,Chambers01,39.55,-119.58,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,16,4,19,Re,Barnett01,43.48,-110.74,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,16,5,49,Re,Getts3,40.43,-120.67,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,17,1,7,Re,AAFC10,49.71,-120.05,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,17,2,42,Lo,Downs01,46.38145,-119.430272,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,17,3,55,Re,JackieOtt2,43.71,-102.32,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,17,4,73,Re,Pyke8,46.74830998,-119.361636,missing,missing,missing,missing,,,,,,,,,,,
SheepStation,,31,low,black,17,5,53,Re,Hufft2,39.547444,-105.102111,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,18,1,76,Re,Pyle009,43.42,-119.62,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,18,2,18,Re,Adler18,40.86,-114.22,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,18,3,8,Re,Blumenthal01,41.18,-104.9,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,18,4,31,Re,Uzra1,40.35,-119.34,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,18,5,2,Re,AAFC05,50.09,-120.45,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,19,1,92,Re,Symstad4,43.71,-102.58,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,19,2,54,Re,JackieOtt1,43.65,-102.97,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,19,3,60,Re,Lavin02,45.67,-111.03,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,19,4,6,Re,AAFC09,49.62,-119.8,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,19,5,96,Re,Chynoweth02,40.29092,-109.68361,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,20,1,86,Re,Schupp03,38.6,-113.79,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,20,2,9,Re,Adler05,40.79,-111.87,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,31,low,black,20,3,89,Re,Symstad1,44.59,-104.71,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,20,4,24,Re,Blumenthal08,40.64,-104.56,Y,,,0,,,,,,,,,,,
SheepStation,,31,low,black,20,5,6,Re,AAFC09,49.62,-119.8,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,1,1,34,Re,Chambers06,41.54,-117.78,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,1,2,45,Re,Fleishman_01,38.47,-119.49,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,1,3,62,Re,Lee2,35.3984,-115.7845,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,1,4,57,Re,JackieOtt6,43.84,-101.94,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,1,5,63,Re,Lee3,36.5247,-115.8987,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,2,1,32,Re,Chambers04,41.31,-117.63,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,2,2,102,Re,Shriver02,48,-114.04,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,2,3,24,Re,Blumenthal08,40.64,-104.56,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,2,4,37,Re,Chambers09,40.66,-116.73,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,2,5,8,Re,Blumenthal01,41.18,-104.9,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,3,1,53,Re,Hufft2,39.547444,-105.102111,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,3,2,13,Re,Schupp01,39.85,-112.15,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,3,3,65,Re,Leger1,39.49,-119.84,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,3,4,19,Re,Barnett01,43.48,-110.74,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,3,5,72,Re,Pyke3,44.60456358,-120.1924183,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,4,1,56,Re,JackieOtt5,43.78,-102.61,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,4,2,101,Re,Shriver01,34.06,-116.22,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,4,3,86,Lo,Schupp03,38.6,-113.79,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,4,4,30,Re,Chambers02,39.95,-118.76,Y,,,0,,,,,,,,,,ALL FLOWERS DIED,
SheepStation,,32,low,white,4,5,77,Re,Pyle010,43.19,-120,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,5,1,11,Re,Adler09,43.31,-112.27,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,5,2,92,Re,Symstad4,43.71,-102.58,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,5,3,75,Re,Pyle001,42.35,-118.65,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,5,4,89,Re,Symstad1,44.59,-104.71,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,5,5,52,Re,Hufft1,38.6701,-108.3286,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,6,1,73,Re,Pyke8,46.74830998,-119.361636,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,6,2,87,Re,Schupp04,38.52,-113.55,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,6,3,61,Re,Lee1,36.82340833,-116.0163889,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,6,4,7,Re,AAFC10,49.71,-120.05,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,6,5,51,Re,Holdrege1,41.61,-111.57,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,7,1,29,Re,Chambers01,39.55,-119.58,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,7,2,77,Re,Pyle010,43.19,-120,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,7,3,46,Re,Fleishman_05,39.12,-117.27,N,NA,NA,NA,,,,,,,,,,FROST HEAVE AROUND TOOTHPICK,
SheepStation,,32,low,white,7,4,74,Re,Pyke21,47.61803776,-119.6830115,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,7,5,49,Re,Getts3,40.43,-120.67,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,8,1,95,Re,Wilcox02,41.31,-105.66,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,8,2,36,Re,Chambers08,42.24,-114.57,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,8,3,54,Re,JackieOtt1,43.65,-102.97,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,8,4,6,Re,AAFC09,49.62,-119.8,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,8,5,2,Re,AAFC05,50.09,-120.45,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,9,1,5,Re,AAFC08,49.57,-120.55,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,9,2,18,Re,Adler18,40.86,-114.22,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,9,3,69,Re,Porensky17,43.34,-105.13,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,9,4,63,Re,Lee3,36.5247,-115.8987,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,9,5,39,Re,Copeland05,42.27,-118.71,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,10,1,100,Re,Chynoweth08,40.640878,-109.48689,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,10,2,71,Re,Porensky30,40.63,-105.27,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,10,3,93,Re,Uzra2,40.84,-119.56,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,10,4,14,Re,Adler13,41.44,-111.08,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,10,5,105,Re,Blumenthal10,40.92,-102.52,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,11,1,66,Re,Maron1,46.68,-114.03,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,11,2,76,Re,Pyle009,43.42,-119.62,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,11,3,55,Re,JackieOtt2,43.71,-102.32,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,11,4,28,Re,Bradford01,35.23,-111.62,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,11,5,84,Re,Reed03,38.75,-109.79,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,12,1,9,Re,Adler05,40.79,-111.87,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,12,2,59,Re,Lavin01,44.68,-109.07,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,12,3,88,Lo,Schupp05,39.11,-112.74,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,12,4,90,Re,Symstad2,43.87,-103.46,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,12,5,17,Re,Adler17,41.44,-110.11,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,13,1,47,Re,Fleishman_07,39.17,-117.44,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,13,2,97,Lo,Chynoweth03,39.83576,-109.61202,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,13,3,35,Re,Chambers07,43.94,-116.19,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,13,4,79,Re,Pyle015,43.8,-119,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,13,5,64,Re,Lee4,35.4564,-115.52,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,14,1,91,Re,Symstad3,43.62,-103.47,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,14,2,93,Lo,Uzra2,40.84,-119.56,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,14,3,1,Re,AAFC04,50.08,-120.65,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,14,4,82,Re,Pyle019,44.57,-119.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,14,5,60,Re,Lavin02,45.67,-111.03,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,15,1,25,Re,Symstad6,41.83,-103.71,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,15,2,31,Re,Uzra1,40.35,-119.34,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,15,3,83,Re,Reed01,38.52,-109.47,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,15,4,42,Lo,Downs01,46.38145,-119.430272,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,15,5,104,Re,Germino_BOP_01,43.4720833,-116.2338306,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,16,1,82,Re,Pyle019,44.57,-119.65,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,16,2,26,Re,Chynoweth01,39.76604,-109.5635,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,16,3,58,Re,JackieOtt7,43.82,-101.94,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,16,4,12,Re,Schupp02,40.2,-112.46,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,16,5,81,Re,Pyle017,44.36,-118.93,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,17,1,72,Re,Pyke3,44.60456358,-120.1924183,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,17,2,6,Re,AAFC09,49.62,-119.8,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,17,3,33,Re,Chambers05,41.54,-117.75,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,17,4,38,Lo,Copeland01,43.7,-117.33,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,17,5,47,Re,Fleishman_07,39.17,-117.44,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,18,1,56,Re,JackieOtt5,43.78,-102.61,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,18,2,88,Re,Schupp05,39.11,-112.74,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,18,3,43,Re,Downs02,46.25045,-119.53334,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,18,4,88,Lo,Schupp05,39.11,-112.74,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,18,5,68,Re,Porensky1,43.24,-105.18,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,19,1,98,Re,Chynoweth05,40.480805,-109.438229,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,19,2,61,Re,Lee1,36.82340833,-116.0163889,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,19,3,96,Re,Chynoweth02,40.29092,-109.68361,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,32,low,white,19,4,76,Re,Pyle009,43.42,-119.62,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,19,5,63,Re,Lee3,36.5247,-115.8987,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,20,1,103,Re,Davies03,42.68,-118.68,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,20,2,44,Re,Downs03,45.9663,-120.3671,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,20,3,19,Re,Barnett01,43.48,-110.74,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,20,4,55,Re,JackieOtt2,43.71,-102.32,Y,,,0,,,,,,,,,,,
SheepStation,,32,low,white,20,5,96,Re,Chynoweth02,40.29092,-109.68361,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,1,1,101,Re,Shriver01,34.06,-116.22,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,1,2,18,Re,Adler18,40.86,-114.22,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,1,3,42,Re,Downs01,46.38145,-119.430272,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,1,4,83,Re,Reed01,38.52,-109.47,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,1,5,54,Re,JackieOtt1,43.65,-102.97,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,1,6,36,Re,Chambers08,42.24,-114.57,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,1,7,49,Lo,Getts3,40.43,-120.67,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,1,8,75,Re,Pyle001,42.35,-118.65,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,1,9,5,Re,AAFC08,49.57,-120.55,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,1,10,33,Re,Chambers05,41.54,-117.75,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,33,high,white,2,1,104,Re,Germino_BOP_01,43.4720833,-116.2338306,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,2,2,66,Re,Maron1,46.68,-114.03,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,2,3,31,Re,Uzra1,40.35,-119.34,Y,,,0,,,,,,,,,,TOP TOOTHPICK BROKE OFF,
SheepStation,,33,high,white,2,4,30,Re,Chambers02,39.95,-118.76,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,2,5,52,Re,Hufft1,38.6701,-108.3286,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,2,6,2,Re,AAFC05,50.09,-120.45,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,2,7,34,Re,Chambers06,41.54,-117.78,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,2,8,24,Re,Blumenthal08,40.64,-104.56,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,2,9,39,Re,Copeland05,42.27,-118.71,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,2,10,58,Re,JackieOtt7,43.82,-101.94,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,33,high,white,3,1,83,Re,Reed01,38.52,-109.47,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,3,2,95,Re,Wilcox02,41.31,-105.66,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,3,3,83,Re,Reed01,38.52,-109.47,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,3,4,84,Re,Reed03,38.75,-109.79,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,3,5,64,Re,Lee4,35.4564,-115.52,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,3,6,59,Re,Lavin01,44.68,-109.07,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,3,7,34,Re,Chambers06,41.54,-117.78,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,3,8,8,Re,Blumenthal01,41.18,-104.9,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,3,9,63,Re,Lee3,36.5247,-115.8987,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,3,10,36,Re,Chambers08,42.24,-114.57,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,33,high,white,4,1,29,Re,Chambers01,39.55,-119.58,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,4,2,37,Re,Chambers09,40.66,-116.73,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,4,3,14,Re,Adler13,41.44,-111.08,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,4,4,57,Re,JackieOtt6,43.84,-101.94,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,4,5,75,Re,Pyle001,42.35,-118.65,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,4,6,5,Re,AAFC08,49.57,-120.55,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,4,7,18,Re,Adler18,40.86,-114.22,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,4,8,47,Re,Fleishman_07,39.17,-117.44,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,4,9,76,Re,Pyle009,43.42,-119.62,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,4,10,32,Re,Chambers04,41.31,-117.63,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,33,high,white,5,1,45,Re,Fleishman_01,38.47,-119.49,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,5,2,83,Re,Reed01,38.52,-109.47,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,5,3,105,Re,Blumenthal10,40.92,-102.52,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,5,4,93,Lo,Uzra2,40.84,-119.56,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,5,5,49,Re,Getts3,40.43,-120.67,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,5,6,13,Re,Schupp01,39.85,-112.15,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,5,7,7,Re,AAFC10,49.71,-120.05,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,5,8,52,Re,Hufft1,38.6701,-108.3286,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,33,high,white,5,9,44,Re,Downs03,45.9663,-120.3671,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,33,high,white,5,10,19,Re,Barnett01,43.48,-110.74,Y,,,0,,,,,,,,,,TOP TOOTHPICK BROKE OFF,
SheepStation,,33,high,white,6,1,26,Re,Chynoweth01,39.76604,-109.5635,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,6,2,62,Re,Lee2,35.3984,-115.7845,Y,,,0,,,,,,,,,,ALL FLOWERS ARE DEAD,
SheepStation,,33,high,white,6,3,25,Re,Symstad6,41.83,-103.71,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,6,4,66,Re,Maron1,46.68,-114.03,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,6,5,72,Re,Pyke3,44.60456358,-120.1924183,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,6,6,39,Re,Copeland05,42.27,-118.71,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,6,7,82,Re,Pyle019,44.57,-119.65,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,6,8,89,Re,Symstad1,44.59,-104.71,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,6,9,92,Re,Symstad4,43.71,-102.58,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,6,10,65,Re,Leger1,39.49,-119.84,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,7,1,24,Re,Blumenthal08,40.64,-104.56,Y,,,0,,,,,,,,,,,
SheepStation,,33,high,white,7,2,86,Re,Schupp03,38.6,-113.79,Y,,,0,,,,,,,,,,,
